59968.212017 8430639900.000000 0.021379 8049
59968.212028 8430639900.000000 0.034295 8049
59968.212040 8430639800.000000 0.029107 8049
59968.212051 8430639800.000000 0.036349 8049
59968.212063 8430639700.000000 0.032660 8049
59968.212075 8430639700.000000 0.031972 8049
59968.212086 8430639600.000000 0.030910 8049
59968.212098 8430639600.000000 0.033361 8049
59968.212109 8430639500.000000 0.022373 8049
59968.212121 8430639500.000000 0.033927 8049
59968.212132 8430639500.000000 0.027690 8049
59968.212144 8430639400.000000 0.033754 8049
59968.212156 8430639400.000000 0.030033 8049
59968.212167 8430639300.000000 0.032407 8049
59968.212179 8430639300.000000 0.031031 8049
59968.212190 8430639200.000000 0.035743 8049
59968.212202 8430639200.000000 0.027702 8049
59968.212213 8430639100.000000 0.034556 8049
59968.212225 8430639100.000000 0.032363 8049
59968.212237 8430639000.000000 0.031070 8049
59968.212248 8430639000.000000 0.030985 8049
59968.212260 8430638900.000000 0.034764 8049
59968.212271 8430638900.000000 0.030704 8049
59968.212283 8430638800.000000 0.033508 8049
59968.212294 8430638800.000000 0.032521 8049
59968.212306 8430638700.000000 0.032104 8049
59968.212318 8430638700.000000 0.030051 8049
59968.212329 8430638600.000000 0.034471 8049
59968.212341 8430638600.000000 0.030360 8049
59968.212352 8430638500.000000 0.037248 8049
59968.212364 8430638500.000000 0.028503 8049
59968.212375 8430638400.000000 0.031617 8049
59968.212387 8430638400.000000 0.035614 8049
59968.212399 8430638300.000000 0.030880 8049
59968.212410 8430638300.000000 0.029098 8049
59968.212422 8430638200.000000 0.034278 8049
59968.212433 8430638200.000000 0.030701 8049
59968.212445 8430638100.000000 0.031852 8049
59968.212456 8430638100.000000 0.034915 8049
59968.212468 8430638000.000000 0.030814 8049
59968.212480 8430638000.000000 0.033869 8049
59968.212491 8430637900.000000 0.030942 8049
59968.212503 8430637900.000000 0.030607 8049
59968.212514 8430637800.000000 0.032966 8049
59968.212526 8430637800.000000 0.034345 8049
59968.212537 8430637700.000000 0.033520 8049
59968.212549 8430637700.000000 0.028720 8049
59968.212561 8430637600.000000 0.030859 8049
59968.212572 8430637600.000000 0.025423 8049
59968.212584 8430637500.000000 0.026798 8049
59968.212595 8430637500.000000 0.022666 8049
59968.212607 8430637400.000000 0.023403 8049
59968.212618 8430637400.000000 0.026743 8049
59968.212630 8430637300.000000 0.024926 8049
59968.212642 8430637300.000000 0.023685 8049
59968.212653 8430637200.000000 0.029622 8049
59968.212665 8430637200.000000 0.024288 8049
59968.212676 8430637100.000000 0.027357 8049
59968.212688 8430637100.000000 0.023376 8049
59968.212700 8430637000.000000 0.028231 8049
59968.212711 8430637000.000000 0.023924 8049
59968.212723 8430636900.000000 0.026547 8049
59968.212734 8430636900.000000 0.022486 8049
59968.212746 8430636800.000000 0.027399 8049
59968.212757 8430636800.000000 0.021546 8049
59968.212769 8430636700.000000 0.022617 8049
59968.212781 8430636600.000000 0.021942 8049
59968.212792 8430636600.000000 0.027383 8049
59968.212804 8430636500.000000 0.021065 8049
59968.212815 8430636500.000000 0.023411 8049
59968.212827 8430636400.000000 0.025654 8049
59968.212838 8430636400.000000 0.030591 8049
59968.212850 8430636300.000000 0.024506 8049
59968.212862 8430636300.000000 0.026912 8049
59968.212873 8430636200.000000 0.024798 8049
59968.212885 8430636200.000000 0.025006 8049
59968.212896 8430636100.000000 0.026374 8049
59968.212908 8430636100.000000 0.027749 8049
59968.212919 8430636000.000000 0.024321 8049
59968.212931 8430636000.000000 0.027785 8049
59968.212943 8430635900.000000 0.025866 8049
59968.212954 8430635900.000000 0.026061 8049
59968.212966 8430635800.000000 0.027421 8049
59968.212977 8430635800.000000 0.025433 8049
59968.212989 8430635700.000000 0.034709 8049
59968.213000 8430635700.000000 0.022119 8049
59968.213012 8430635600.000000 0.026773 8049
59968.213024 8430635600.000000 0.022991 8049
59968.213035 8430635500.000000 0.029342 8049
59968.213047 8430635500.000000 0.024907 8049
59968.213058 8430635400.000000 0.026974 8049
59968.213070 8430635300.000000 0.019987 8049
59968.213081 8430635300.000000 0.024456 8049
59968.213093 8430635200.000000 0.024712 8049
59968.213105 8430635200.000000 0.025728 8049
59968.213116 8430635100.000000 0.027851 8049
59968.213128 8430635100.000000 0.026591 8049
59968.213139 8430635000.000000 0.025467 8049
59968.213151 8430635000.000000 0.024561 8049
59968.213162 8430634900.000000 0.022403 8049
59968.213174 8430634800.000000 0.020019 8049
59968.213186 8430634800.000000 0.031439 8049
59968.213197 8430634800.000000 0.022549 8049
59968.213209 8430634700.000000 0.024936 8049
59968.213220 8430634600.000000 0.021993 8049
59968.213232 8430634600.000000 0.027493 8049
59968.213244 8430634500.000000 0.024437 8049
59968.213255 8430634500.000000 0.023639 8049
59968.213267 8430634400.000000 0.021304 8049
59968.213278 8430634400.000000 0.022800 8049
59968.213290 8430634300.000000 0.023850 8049
59968.213301 8430634300.000000 0.026337 8049
59968.213313 8430634200.000000 0.027227 8049
59968.213325 8430634200.000000 0.021417 8049
59968.213336 8430634100.000000 0.026976 8049
59968.213348 8430634000.000000 0.024005 8049
59968.213359 8430634000.000000 0.025825 8049
59968.213371 8430633900.000000 0.026069 8049
59968.213382 8430633900.000000 0.029059 8049
59968.213394 8430633800.000000 0.024818 8049
59968.213406 8430633800.000000 0.023708 8049
59968.213417 8430633700.000000 0.028569 8049
59968.213429 8430633700.000000 0.022885 8049
59968.213440 8430633600.000000 0.027054 8049
59968.213452 8430633500.000000 0.023516 8049
59968.213463 8430633500.000000 0.031981 8049
59968.213475 8430633400.000000 0.021567 8049
59968.213487 8430633400.000000 0.030508 8049
59968.213498 8430633300.000000 0.026702 8049
59968.213510 8430633300.000000 0.027069 8049
59968.213521 8430633200.000000 0.023922 8049
59968.213533 8430633200.000000 0.022928 8049
59968.213544 8430633100.000000 0.024116 8049
59968.213556 8430633100.000000 0.024449 8049
59968.213568 8430633000.000000 0.026219 8049
59968.213579 8430632900.000000 0.024617 8049
59968.213591 8430632900.000000 0.025792 8049
59968.213602 8430632800.000000 0.023887 8049
59968.213614 8430632800.000000 0.022339 8049
59968.213625 8430632700.000000 0.025507 8049
59968.213637 8430632700.000000 0.025014 8049
59968.213649 8430632600.000000 0.028951 8049
59968.213660 8430632600.000000 0.023293 8049
59968.213672 8430632500.000000 0.029009 8049
59968.213683 8430632400.000000 0.025113 8049
59968.213695 8430632400.000000 0.025663 8049
59968.213706 8430632300.000000 0.022687 8049
59968.213718 8430632300.000000 0.024105 8049
59968.213730 8430632200.000000 0.028509 8049
59968.213741 8430632200.000000 0.024487 8049
59968.213753 8430632100.000000 0.024710 8049
59968.213764 8430632000.000000 0.023779 8049
59968.213776 8430632000.000000 0.025527 8049
59968.213787 8430631900.000000 0.028652 8049
59968.213799 8430631900.000000 0.026455 8049
59968.213811 8430631800.000000 0.028763 8049
59968.213822 8430631800.000000 0.025587 8049
59968.213834 8430631700.000000 0.028099 8049
59968.213845 8430631600.000000 0.022013 8049
59968.213857 8430631600.000000 0.025732 8049
59968.213869 8430631500.000000 0.029881 8049
59968.213880 8430631500.000000 0.021080 8049
59968.213892 8430631400.000000 0.025713 8049
59968.213903 8430631400.000000 0.022218 8049
59968.213915 8430631300.000000 0.026528 8049
59968.213926 8430631200.000000 0.022364 8049
59968.213938 8430631200.000000 0.026484 8049
