59133.166875	8430792885.000	   0.002	8049
59133.166886	8430792883.000	   0.001	8049
59133.166898	8430792883.000	   0.001	8049
59133.167002	8430792870.000	   0.001	8049
59133.167083	8430792862.000	   0.001	8049
59133.167095	8430792859.000	   0.002	8049
59133.167106	8430792858.000	   0.001	8049
59133.167615	8430792802.000	   0.003	8049
59133.167627	8430792801.000	   0.001	8049
59133.167639	8430792801.000	   0.001	8049
59133.167650	8430792799.000	   0.002	8049
59133.167662	8430792798.000	   0.001	8049
59133.168090	8430792748.000	   0.001	8049
59133.168102	8430792747.000	   0.002	8049
59133.168125	8430792745.000	   0.002	8049
59133.168136	8430792744.000	   0.002	8049
59133.168148	8430792742.000	   0.002	8049
59133.168159	8430792740.000	   0.001	8049
59133.168171	8430792739.000	   0.001	8049
59133.168183	8430792738.000	   0.002	8049
59133.168194	8430792736.000	   0.001	8049
59133.168206	8430792735.000	   0.002	8049
59133.168217	8430792734.000	   0.003	8049
59133.168229	8430792735.000	   0.001	8049
59133.168240	8430792733.000	   0.001	8049
59133.168252	8430792731.000	   0.001	8049
59133.168264	8430792731.000	   0.002	8049
59133.168275	8430792729.000	   0.002	8049
59133.168287	8430792728.000	   0.002	8049
59133.168310	8430792726.000	   0.003	8049
59133.168321	8430792724.000	   0.001	8049
59133.168333	8430792723.000	   0.001	8049
59133.168345	8430792721.000	   0.001	8049
59133.168368	8430792718.000	   0.002	8049
59133.168391	8430792716.000	   0.003	8049
59133.168414	8430792714.000	   0.001	8049
59133.168437	8430792712.000	   0.002	8049
59133.168449	8430792711.000	   0.001	8049
59133.168460	8430792709.000	   0.002	8049
59133.168472	8430792708.000	   0.002	8049
59133.168484	8430792707.000	   0.001	8049
59133.168507	8430792703.000	   0.001	8049
59133.168518	8430792703.000	   0.002	8049
59133.168530	8430792701.000	   0.001	8049
59133.168541	8430792698.000	   0.001	8049
59133.168553	8430792697.000	   0.002	8049
59133.168576	8430792696.000	   0.001	8049
59133.168599	8430792694.000	   0.002	8049
59133.168611	8430792694.000	   0.001	8049
59133.168622	8430792692.000	   0.001	8049
59133.168634	8430792690.000	   0.001	8049
59133.168646	8430792690.000	   0.002	8049
59133.168657	8430792688.000	   0.002	8049
59133.168669	8430792686.000	   0.002	8049
59133.168680	8430792685.000	   0.001	8049
59133.168692	8430792683.000	   0.002	8049
59133.168715	8430792681.000	   0.001	8049
59133.168727	8430792680.000	   0.001	8049
59133.168738	8430792678.000	   0.002	8049
59133.168761	8430792675.000	   0.001	8049
59133.168773	8430792675.000	   0.001	8049
59133.168784	8430792673.000	   0.001	8049
59133.168796	8430792672.000	   0.002	8049
59133.168808	8430792671.000	   0.001	8049
59133.168819	8430792670.000	   0.002	8049
59133.168831	8430792668.000	   0.001	8049
59133.168842	8430792665.000	   0.002	8049
59133.168854	8430792664.000	   0.001	8049
59133.168865	8430792662.000	   0.001	8049
59133.168889	8430792659.000	   0.002	8049
59133.168900	8430792660.000	   0.001	8049
59133.168912	8430792660.000	   0.002	8049
59133.168923	8430792658.000	   0.001	8049
59133.168935	8430792658.000	   0.002	8049
59133.168970	8430792653.000	   0.002	8049
59133.168981	8430792652.000	   0.002	8049
59133.168993	8430792651.000	   0.001	8049
59133.169004	8430792649.000	   0.002	8049
59133.169016	8430792648.000	   0.001	8049
59133.169028	8430792647.000	   0.001	8049
59133.169039	8430792646.000	   0.003	8049
59133.169051	8430792646.000	   0.001	8049
59133.169062	8430792645.000	   0.001	8049
59133.169074	8430792642.000	   0.001	8049
59133.169085	8430792641.000	   0.001	8049
59133.169097	8430792640.000	   0.001	8049
59133.169109	8430792638.000	   0.001	8049
59133.169120	8430792637.000	   0.002	8049
59133.169155	8430792634.000	   0.001	8049
59133.169166	8430792633.000	   0.001	8049
59133.169201	8430803339.000	   0.002	8049
59133.169213	8430803339.000	   0.001	8049
59133.169224	8430803338.000	   0.001	8049
59133.169259	8430803336.000	   0.002	8049
59133.169271	8430803336.000	   0.002	8049
59133.169282	8430803336.000	   0.001	8049
59133.169294	8430803337.000	   0.002	8049
59133.169305	8430803336.000	   0.002	8049
59133.169317	8430803336.000	   0.001	8049
59133.169329	8430803335.000	   0.001	8049
59133.169340	8430803335.000	   0.002	8049
59133.169352	8430803333.000	   0.003	8049
59133.169363	8430803334.000	   0.001	8049
59133.169375	8430803331.000	   0.001	8049
59133.169386	8430803332.000	   0.001	8049
59133.169398	8430803331.000	   0.002	8049
59133.169409	8430803331.000	   0.003	8049
59133.169421	8430803331.000	   0.002	8049
59133.169433	8430803331.000	   0.002	8049
59133.169444	8430803330.000	   0.002	8049
59133.169456	8430803330.000	   0.001	8049
59133.169467	8430803330.000	   0.002	8049
59133.169479	8430803329.000	   0.003	8049
59133.169490	8430803328.000	   0.003	8049
59133.169502	8430803328.000	   0.002	8049
59133.169514	8430803328.000	   0.002	8049
59133.169525	8430803327.000	   0.003	8049
59133.169537	8430803327.000	   0.001	8049
59133.169548	8430803325.000	   0.003	8049
59133.169560	8430803325.000	   0.002	8049
59133.169571	8430803325.000	   0.002	8049
59133.169583	8430803323.000	   0.002	8049
59133.169595	8430803323.000	   0.002	8049
59133.169606	8430803323.000	   0.003	8049
59133.169618	8430803323.000	   0.001	8049
59133.169629	8430803323.000	   0.002	8049
59133.169641	8430803323.000	   0.001	8049
59133.169653	8430803322.000	   0.001	8049
59133.169664	8430803322.000	   0.003	8049
59133.169676	8430803321.000	   0.002	8049
59133.169687	8430803321.000	   0.002	8049
59133.169699	8430803320.000	   0.001	8049
59133.169710	8430803320.000	   0.003	8049
59133.169722	8430803319.000	   0.003	8049
59133.169734	8430803320.000	   0.001	8049
59133.169745	8430803319.000	   0.003	8049
59133.169757	8430803317.000	   0.002	8049
59133.169768	8430803317.000	   0.002	8049
59133.169780	8430803317.000	   0.001	8049
59133.169791	8430803315.000	   0.002	8049
59133.169803	8430803316.000	   0.003	8049
59133.169815	8430803315.000	   0.003	8049
59133.169826	8430803314.000	   0.002	8049
59133.169838	8430803313.000	   0.003	8049
59133.169849	8430803313.000	   0.003	8049
59133.169861	8430803314.000	   0.002	8049
59133.169872	8430803313.000	   0.003	8049
59133.169884	8430803311.000	   0.003	8049
59133.169896	8430803311.000	   0.002	8049
59133.169907	8430803310.000	   0.001	8049
59133.169919	8430803309.000	   0.002	8049
59133.169930	8430803309.000	   0.002	8049
59133.169942	8430803309.000	   0.002	8049
59133.169953	8430803308.000	   0.003	8049
59133.169965	8430803308.000	   0.002	8049
59133.169977	8430803308.000	   0.001	8049
59133.169988	8430803308.000	   0.002	8049
59133.170000	8430803307.000	   0.002	8049
59133.170011	8430803306.000	   0.001	8049
59133.170023	8430803307.000	   0.003	8049
59133.170034	8430803305.000	   0.002	8049
59133.170046	8430803304.000	   0.002	8049
59133.170058	8430803304.000	   0.002	8049
59133.170069	8430803304.000	   0.002	8049
59133.170081	8430803304.000	   0.002	8049
59133.170092	8430803302.000	   0.001	8049
59133.170104	8430803303.000	   0.002	8049
59133.170116	8430803301.000	   0.002	8049
59133.170127	8430803302.000	   0.002	8049
59133.170139	8430803301.000	   0.003	8049
59133.170150	8430803299.000	   0.002	8049
59133.170162	8430803299.000	   0.002	8049
59133.170173	8430803300.000	   0.002	8049
59133.170185	8430803299.000	   0.002	8049
59133.170196	8430803298.000	   0.002	8049
59133.170208	8430803297.000	   0.001	8049
59133.170220	8430803297.000	   0.002	8049
59133.170231	8430803296.000	   0.002	8049
59133.170243	8430803295.000	   0.002	8049
59133.170254	8430803294.000	   0.002	8049
59133.170266	8430803293.000	   0.001	8049
59133.170289	8430803291.000	   0.001	8049
59133.170301	8430803291.000	   0.002	8049
59133.170312	8430803292.000	   0.001	8049
59133.170324	8430803292.000	   0.002	8049
59133.170335	8430803292.000	   0.002	8049
59133.170347	8430803291.000	   0.001	8049
59133.170358	8430803291.000	   0.001	8049
59133.170370	8430803290.000	   0.001	8049
59133.170382	8430803289.000	   0.001	8049
59133.170393	8430803288.000	   0.001	8049
59133.170405	8430803288.000	   0.001	8049
59133.170416	8430803286.000	   0.001	8049
59133.170428	8430803286.000	   0.001	8049
59133.170440	8430803286.000	   0.002	8049
59133.170451	8430803285.000	   0.002	8049
59133.170463	8430803286.000	   0.002	8049
59133.170474	8430803285.000	   0.002	8049
59133.170497	8430803283.000	   0.002	8049
59133.170509	8430803282.000	   0.001	8049
59133.170521	8430803282.000	   0.001	8049
59133.170532	8430803283.000	   0.001	8049
59133.170544	8430803283.000	   0.001	8049
59133.170555	8430803282.000	   0.001	8049
59133.170567	8430803281.000	   0.001	8049
59133.170578	8430803280.000	   0.001	8049
59133.170590	8430803279.000	   0.001	8049
59133.170602	8430803279.000	   0.001	8049
59133.170613	8430803278.000	   0.002	8049
59133.170625	8430803278.000	   0.002	8049
59133.170636	8430803278.000	   0.001	8049
59133.170648	8430803277.000	   0.002	8049
59133.170659	8430803277.000	   0.003	8049
59133.170671	8430803277.000	   0.003	8049
59133.170694	8430803278.000	   0.001	8049
59133.170706	8430803277.000	   0.003	8049
59133.170717	8430803277.000	   0.002	8049
59133.170729	8430803275.000	   0.002	8049
59133.170752	8430803273.000	   0.001	8049
59133.170775	8430803274.000	   0.001	8049
59133.170787	8430803273.000	   0.001	8049
59133.170798	8430803273.000	   0.002	8049
59133.170902	8430803269.000	   0.001	8049
59133.170937	8430803266.000	   0.002	8049
59133.170949	8430803265.000	   0.001	8049
59133.171319	8430803250.000	   0.001	8049
59133.171331	8430803249.000	   0.001	8049
59133.171400	8430803248.000	   0.001	8049
59133.171539	8430803241.000	   0.001	8049
59133.171608	8430803239.000	   0.003	8049
59133.171620	8430803237.000	   0.011	8049
59133.171632	8430803236.000	   0.017	8049
59133.171643	8430803236.000	   0.038	8049
59133.171655	8430803235.000	   0.055	8049
59133.171666	8430803234.000	   0.058	8049
59133.171678	8430803235.000	   0.037	8049
59133.171689	8430803234.000	   0.036	8049
